SKU,Item Name,SCM Unit,Transit Unit,Legacy Conversion,Derived Conversion,Pattern,Conversion Source,Evidence,Status
111507,Balon foil angka 0-9 @10 pack,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE,CONVERSION_CONFLICT",PENDING
111508,Balon foil huruf A-Z @10 pack,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE,CONVERSION_CONFLICT",PENDING
111509,PIPET FLA,PCS,PCS,50.0,50.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111510,BUNGA,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111600,Keranjang Mochi,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111709,Lilin Angka 9,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111710,Lilin Batang,PACK,PACK,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111711,Lilin Magic,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111712,Lilin Kriting Hijau @1x100 pack,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"IDENTITY_CONFLICT,NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",BLOCKED
111713,Lilin Spiral Pendek pink @1x50 Pack,PCS,PCS,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111714,Lilin Spiral Pendek Silver @1x50 Pack,PCS,PCS,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111715,Lilin Spiral Pendek Purple @1x50 Pack,PCS,PCS,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111716,Lilin Spiral Pendek Red @1x50 Pack,PCS,PCS,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111717,Lilin Spiral Pendek Blue @1x50 Pack,PCS,PCS,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111718,Lilin Spiral Pendek Green @1x50 Pack,PCS,PCS,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111719,Lilin Spiral Pendek Rainbow @1x50 Pack,PCS,PCS,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111720,Lilin Spiral Pendek Gold @1x50 Pack,PCS,PCS,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111721,Lilin Spiral Pendek Rosegold @1x50 Pack,PCS,PCS,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111722,Lilin Angka 1 Emas @1x100 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111723,Lilin Angka 2 Emas @1x100 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111724,Lilin Angka 3 Emas @1x100 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111725,Lilin Angka 4 Emas @1x100 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111726,Lilin Angka 5 Emas @1x100 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111727,Lilin Angka 6 Emas @1x100 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111728,Lilin Angka 7 Emas @1x100 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111729,Lilin Angka 8 Emas @1x100 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111730,Lilin Angka 9 Emas @1x100 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111731,Lilin Angka 0 Emas  @1x100 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111732,Lilin Angka 0 Gliter @1x12 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111733,Lilin Angka 1 Gliter @1x12 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111734,Lilin Angka 2 Gliter @1x12 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111735,Lilin Angka 3 Gliter @1x12 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111736,Lilin Angka 4 Gliter @1x12 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111737,Lilin Angka 5 Gliter @1x12 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111738,Lilin Angka 6 Gliter @1x12 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111739,Lilin Angka 7 Gliter @1x12 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111740,Lilin Angka 8 Gliter @1x12 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111741,Lilin Angka 9 Gliter @1x12 Pcs,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111742,Lilin Spiral @1x12 batang,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111743,Lilin Spiral @1x24 batang,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111744,Lilin Spiral @1x288 batang,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111745,Lilin Pappermint  @1x24 pack,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111746,Lilin Magic @1x24 pack,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111747,LILIN ANGKA MERAH 0,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111748,LILIN ANGKA MERAH 1,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111749,LILIN ANGKA MERAH 2,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111750,LILIN ANGKA MERAH 3,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111751,LILIN ANGKA MERAH 4,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111752,LILIN ANGKA MERAH 5,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111753,LILIN ANGKA MERAH 6,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111754,LILIN ANGKA MERAH 7,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111755,LILIN ANGKA MERAH 8,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111756,LILIN ANGKA MERAH 9,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111757,Lilin Kriting silver @1x100 pack,PCS,PCS,6.0,6.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111758,Lilin Kriting pastel @1x100 pack,PCS,PCS,6.0,6.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111759,Lilin Kriting gold @1x100 pack,PCS,PCS,6.0,6.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111760,Lilin Kriting purple @1x100 pack,PCS,PCS,6.0,6.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111761,Lilin Kriting Rose Gold @1x100 pack,PCS,PCS,6.0,6.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111762,Lilin Batang @1x12 batang,PCS,PCS,6.0,6.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111763,Lilin Batang @1x24 batang,PCS,PCS,6.0,6.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111764,LILIN KRITING MERAH @1X100 PACK,PCS,PCS,6.0,6.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111765,LILIN KRITING BIRU @1X100 PACK,PCS,PCS,6.0,6.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111766,LILIN KRITING MIX @1X100 PACK,PCS,PCS,6.0,6.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
111801,PATUNG ANGRY BIRD TANAH LIAT,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111802,PATUNG BEN 10,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111804,Patung Cars,PCS,PCS,48.0,48.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111805,PATUNG DORA,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111806,Patung Doraemon,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111807,Patung Frozen,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111808,Patung Hello Kitty,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111809,Patung Hellokity Besar,PCS,PCS,24.0,24.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111810,PATUNG KUDA PONI,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111811,PATUNG MARSHA,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111813,PATUNG MINION,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111814,PATUNG NARUTO,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111815,Patung Princess,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111817,PATUNG SEPAKBOLA,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111818,PATUNG SHAUWN THE SHEEP,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111819,Patung Shopia,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111820,Patung Spiderman,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111821,PATUNG SPONGEBOB,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111823,PATUNG THOMAS,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111826,PATUNG ANGRY BIRD PLASTIK,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111827,PATUNG DRAGON BALL,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111828,PATUNG NARUTO CHIBI,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111829,PATUNG TAYO,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111901,Rumput Jarum,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111902,Ucapan Hbd Tusuk,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111904,Topper Ultah Boboboi @12 set,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
111905,Topper Ultah Hewan @12 set,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"IDENTITY_CONFLICT,NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",BLOCKED
111906,Topper Ultah Baby Shark @12 set,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"IDENTITY_CONFLICT,NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",BLOCKED
111907,Topper Ultah Hello kitty @12 set,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
111908,Topper Ultah Tayoo @12 set,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
111909,Topper Ultah Dinosaurus @12set,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
111910,Topper Ultah Doraemon @12set,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
111911,Topper Ultah Cars @12set,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
111912,Topper Ultah Upin Ipin @12set,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
111913,Topper Ultah Astronot @12set,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
111914,Topper Ultah Batman @12set,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
111915,Topper Ultah Ultraman @12set,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
111916,Topper Ultah Thomas @12 set,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
111917,Topper Ultah kuda foni @12 set,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
111918,Topper Ultah Princess @12 set,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
111919,Topper Ultah Mermaid @12 set,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
111920,Topper akrilik Happy Wedding,PCS,PCS,,,NO_PACKAGING_EVIDENCE,DETECTOR,IDENTITY_CONFLICT,BLOCKED
111921,Topper kertas @12 set,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
111922,TOPPER KUE AMORCAKE,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111923,Topper Akrilik Happy Birthday Besar,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111924,Topper Akrilik Happy Birthday Kecil,PCS,PCS,100.0,100.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111925,Topper Akrilik Happy Bride to be,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111926,TOPPER AKRILIK KARAKTER,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
111927,TOPPER AKRILIK @100 PCS,PCS,PCS,100.0,100.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
111928,KARTU UCAPAN 14X10,PCS,PCS,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
120101,Susu Bubuk F-04 @ 25 Kg,KG,KG,25.0,25.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
120102,Susu Cair Indomilk @12X1 Liter,LTR,LTR,11.4,11.4,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
120103,Susu F&n,JAR,JAR,48.0,48.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
120106,Bonigrasa 50 Pah @1X25 Kg,KG,KG,25.0,25.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
